nct_id,title,conditions,phase,sponsor,sponsor_class,masking,completion_date,completion_year,period_count,period_title,flow_group_count,arm_mapping_complete,started,completed,attrition,qc_flags,usable
NCT01564862,Efficacy of Lu AA21004 on Cognitive Dysfunction in Major Depressive Disorder,"Depressive Disorder, Major",PHASE2,Takeda,INDUSTRY,QUADRUPLE,2014-02,2014,1,Overall Study,3,False,,,,arm_mapping_review_needed,False
NCT01571453,Study of Vortioxetine (Lu AA21004) in Major Depressive Disorder in Asian Countries,Major Depressive Disorder,PHASE3,H. Lundbeck A/S,INDUSTRY,DOUBLE,,,1,Overall Study,2,False,,,,arm_mapping_review_needed,False
NCT01625845,Anti-INFLammatory to Address Mood and Endothelial Dysfunction (INFLAMED),Major Depressive Disorder | Depression | Depressive Symptoms | Cardiovascular Disease (CVD) | Coronary Artery Disease (CAD) | Heart Disease,PHASE2,Indiana University,OTHER,TRIPLE,2014-05,2014,1,Overall Study,2,True,16,8,0.5,,True
NCT01627782,A Study of Ketamine in Patients With Treatment-resistant Depression,Major Depressive Disorder,PHASE2,"Janssen Research & Development, LLC",INDUSTRY,DOUBLE,2013-09-12,2013,1,Overall Study,4,False,,,,arm_mapping_review_needed,False
NCT01715805,"Efficacy, Safety and Tolerability of Cariprazine as an Adjunctive Treatment to Antidepressant Therapy (ADT) in Patients With Major Depressive Disorder (MDD)",Major Depressive Disorder,PHASE3,Forest Laboratories,INDUSTRY,TRIPLE,2016-06-24,2016,2,,4,True,,,,multiple_periods_review_needed,False
NCT01725282,Study to Evaluate the Effect and Safety of Quetiapine Extended Release (XR) (FK949E) in Major Depressive Disorder,Major Depressive Disorder,PHASE2,Astellas Pharma Inc,INDUSTRY,QUADRUPLE,2013-08-24,2013,1,Overall Study,4,True,172,150,0.12790697674418605,,True
NCT01727726,"A Study of Flexible-dose Brexpiprazole as Adjunctive Therapy in the Treatment of Adults With Major Depressive Disorder, the Delphinus Trial","Depressive Disorder | Depression | Depressive Disorder, Major | Mood Disorders | Mental Disorders",PHASE3,"Otsuka Pharmaceutical Development & Commercialization, Inc.",INDUSTRY,QUADRUPLE,2016-11-10,2016,1,Overall Study,3,True,503,443,0.11928429423459241,,True
NCT01808612,A Study of Fluoxetine in Major Depressive Disorder (MDD) Short-Term Dosing,Major Depressive Disorder,PHASE3,Eli Lilly and Company,INDUSTRY,TRIPLE,2014-07,2014,2,,3,True,,,,multiple_periods_review_needed,False
NCT01838681,Brexpiprazole as Adjunctive Treatment in Patients With Major Depressive Disorder With an Inadequate Response to Antidepressant Treatment,Major Depressive Disorder,PHASE3,H. Lundbeck A/S,INDUSTRY,DOUBLE,2016-06,2016,2,,4,False,,,,multiple_periods_review_needed;arm_mapping_review_needed,False
NCT01874951,Low-Dose Naltrexone (LDN) for Depression Relapse and Recurrence,"Major Depressive Disorder | Depression, Unipolar | Recurrence | Relapse",PHASE2,Massachusetts General Hospital,OTHER,QUADRUPLE,2015-06,2015,1,Overall Study,2,True,12,12,0.0,,True
NCT01878292,Safety and Efficacy of Vilazodone in Adolescent Patients With Major Depressive Disorder,Major Depressive Disorder,PHASE3,Forest Laboratories,INDUSTRY,QUADRUPLE,2016-10-05,2016,3,,3,True,,,,multiple_periods_review_needed,False
NCT02014363,Safety and Efficacy Study Comparing ETS6103 With Amitriptyline in the Treatment of Major Depressive Disorder (MDD),Major Depressive Disorder,PHASE2,e-Therapeutics PLC,INDUSTRY,QUADRUPLE,2015-10,2015,1,Overall Study,3,False,,,,arm_mapping_review_needed,False
NCT02015546,Switching From Generic Selective Serotonin Reuptake Inhibitors (SSRIs) and Selective Serotonin and Norepinephrine Reuptake Inhibitors (SNRIs) to Three Different Dose Initiation Strategies With Vilazodone,Major Depressive Disorder (MDD),PHASE3,Duke University,OTHER,DOUBLE,2013-12,2013,1,Overall Study,3,True,70,61,0.12857142857142856,,True
NCT02046564,Assess the Efficacy and Safety of ASC-01 in Patients With Major Depressive Disorder,Major Depressive Disorder,PHASE3,"Otsuka Pharmaceutical Co., Ltd.",INDUSTRY,QUADRUPLE,2016-09,2016,1,Overall Study,2,True,412,377,0.08495145631067957,,True
NCT02085135,A Study of Different Titration Schedules of ALKS 5461 in Adults With Major Depressive Disorder (MDD),Major Depressive Disorder,PHASE3,"Alkermes, Inc.",INDUSTRY,QUADRUPLE,2014-09,2014,1,Overall Study,2,False,,,,arm_mapping_review_needed,False
NCT02116361,OnabotulinumtoxinA as Treatment for Major Depressive Disorder in Adult Females,"Depressive Disorder, Major",PHASE2,Allergan,INDUSTRY,DOUBLE,2016-12-22,2016,1,Overall Study,4,False,,,,arm_mapping_review_needed,False
NCT02133001,"A Double-blind Study to Assess the Efficacy and Safety of Intranasal Esketamine for the Rapid Reduction of the Symptoms of Major Depressive Disorder, Including Suicidal Ideation, in Participants Who Are Assessed to be at Imminent Risk for Suicide",Major Depressive Disorder,PHASE2,"Janssen Research & Development, LLC",INDUSTRY,DOUBLE,2016-02-01,2016,2,,2,False,,,,multiple_periods_review_needed;arm_mapping_review_needed,False
NCT02158533,A Study of ALKS 5461 for the Treatment of Major Depressive Disorder (MDD) - the FORWARD-4 Study,Major Depressive Disorder,PHASE3,"Alkermes, Inc.",INDUSTRY,QUADRUPLE,2015-12,2015,2,,6,False,,,,multiple_periods_review_needed;arm_mapping_review_needed,False
NCT02158546,A Study of ALKS 5461 for the Treatment of Major Depressive Disorder (MDD) - the FORWARD-3 Study,Major Depressive Disorder,PHASE3,"Alkermes, Inc.",INDUSTRY,QUADRUPLE,2015-12,2015,1,Overall Study,4,False,,,,arm_mapping_review_needed,False
NCT02176291,Incomplete Response in Late-Life Depression: Getting to Remission With Buprenorphine,Depression | Major Depressive Disorder,PHASE2,Jordan F. Karp,OTHER,TRIPLE,2018-02,2018,1,Overall Study,2,True,31,26,0.16129032258064513,,True
NCT02181231,Buprenorphine Used With Treatment Resistant Depression in Older Adults,Major Depressive Disorder | Depression,PHASE1 / PHASE2,Washington University School of Medicine,OTHER,TRIPLE,2018-04-30,2018,1,Overall Study,2,False,,,,arm_mapping_review_needed,False
NCT02185131,Double-blind Pilot Trial of Mirtazapine for the Treatment of Co-occurring AD/MDD.,Major Depressive Disorder | Alcohol Use Disorder,PHASE2,University of Pittsburgh,OTHER,TRIPLE,2016-07,2016,1,Overall Study,2,True,16,14,0.125,,True
NCT02191397,"Study to Evaluate the Efficacy, Safety and Tolerability of Bupropion Hydrochloride Extended-release Tablet, and Escitalopram Oxalate Capsule in Subjects With Major Depressive Disorder","Depressive Disorder, Major",PHASE3,GlaxoSmithKline,INDUSTRY,DOUBLE,2016-10-25,2016,1,Overall Study,2,False,,,,arm_mapping_review_needed,False
NCT02196506,Study of the Safety and Efficacy of Fixed-dose Brexpiprazole (OPC-34712) as Adjunctive Therapy in the Treatment of Adults With Major Depressive Disorder With and Without Anxious Distress,"Depressive Disorder | Depression | Depressive Disorder, Major | Mood Disorders | Mental Disorders",PHASE3,"Otsuka Pharmaceutical Development & Commercialization, Inc.",INDUSTRY,QUADRUPLE,2016-05,2016,3,,4,False,,,,multiple_periods_review_needed;arm_mapping_review_needed,False
NCT02218008,A Study of ALKS 5461 for the Treatment of Major Depressive Disorder (MDD) - FORWARD-5 Study,Major Depressive Disorder,PHASE3,"Alkermes, Inc.",INDUSTRY,QUADRUPLE,2016-10,2016,2,,6,False,,,,multiple_periods_review_needed;arm_mapping_review_needed,False
NCT02372799,Safety and Efficacy of Vilazodone in Pediatric Patients With Major Depressive Disorder (VLZ-MD-22),Major Depressive Disorder,PHASE3,Forest Laboratories,INDUSTRY,QUADRUPLE,2018-09-11,2018,2,,3,True,,,,multiple_periods_review_needed,False
NCT02376257,Improving Therapeutic Learning in Depression: Proof of Concept,Major Depressive Disorder,PHASE2,Boston University Charles River Campus,OTHER,DOUBLE,2017-05,2017,1,Overall Study,3,True,36,36,0.0,,True
NCT02389816,A Phase 3 Study of Lu AA21004 in Patients With Major Depressive Disorder,Major Depressive Disorder,PHASE3,Takeda,INDUSTRY,QUADRUPLE,2018-03-16,2018,1,Overall Study,3,True,493,453,0.08113590263691683,,True
NCT02395978,A Phase II Study of PDC-1421 Capsule to Evaluate the Safety and Efficacy in Patients With Major Depressive Disorder,Major Depressive Disorder,PHASE2,"BioLite, Inc.",INDUSTRY,TRIPLE,2019-03-18,2019,1,Overall Study,5,True,72,60,0.16666666666666663,,True
NCT02431806,Safety and Efficacy of Levomilnacipran ER in Adolescent Participants With Major Depressive Disorder,Major Depressive Disorder,PHASE3,Forest Laboratories,INDUSTRY,QUADRUPLE,2019-08-19,2019,2,,4,False,,,,multiple_periods_review_needed;arm_mapping_review_needed,False
NCT02458690,eIMPACT Trial: Modernized Collaborative Care to Reduce the Excess CVD Risk of Older Depressed Patients,Depression | Major Depressive Disorder | Dysthymic Disorder | Depressive Symptoms | Cardiovascular Diseases | Heart Diseases | Coronary Artery Disease | Stroke,PHASE2,Indiana University,OTHER,SINGLE,2021-03,2021,1,Overall Study,2,True,216,199,0.07870370370370372,,True
NCT02461927,Ketamine for the Rapid Treatment of Major Depressive Disorder and Alcohol Use Disorder,Major Depressive Disorder | Alcohol Use Disorder,PHASE1 / PHASE2,VA Office of Research and Development,FED,QUADRUPLE,2023-10-30,2023,1,Overall Study,3,True,65,41,0.36923076923076925,,True
NCT02473289,An Efficacy and Safety Study of Sirukumab in Participants With Major Depressive Disorder,"Depressive Disorder, Major",PHASE2,"Janssen Research & Development, LLC",INDUSTRY,DOUBLE,2018-05-22,2018,1,Overall Study,2,False,,,,arm_mapping_review_needed,False
NCT02553915,Omega-3 Fatty Acids for Major Depressive Disorder With High Inflammation: A Personalized Approach,Major Depressive Disorder | Overweight | Inflammation,PHASE2 / PHASE3,Massachusetts General Hospital,OTHER,QUADRUPLE,2022-03-31,2022,1,Overall Study,4,True,61,50,0.180327868852459,,True
NCT02646449,Treatment of Young Adults With Comorbid AUD/MDD: A Pilot Medication Trial,Major Depressive Disorder | Alcohol Use Disorder,PHASE2,University of Pittsburgh,OTHER,TRIPLE,2016-12,2016,1,Overall Study,2,True,7,7,0.0,,True
NCT02674529,Study of Neural Responses Induced by Antidepressant Effects,Major Depressive Disorder,PHASE2 / PHASE3,"Marta Peciña, MD PhD",OTHER,TRIPLE,2021-05,2021,1,Overall Study,2,True,54,46,0.14814814814814814,,True
NCT02709655,Active Reference (Fluoxetine) Fixed-dose Study of Vortioxetine in Paediatric Participants Aged 7 to 11 Years With Major Depressive Disorder (MDD),"Depressive Disorder, Major",PHASE3,H. Lundbeck A/S,INDUSTRY,DOUBLE,2022-01-21,2022,2,,5,False,,,,multiple_periods_review_needed;arm_mapping_review_needed,False
NCT02709746,Active Reference (Fluoxetine) Fixed-dose Study of Vortioxetine in Paediatric Patients Aged 12 to 17 Years With Major Depressive Disorder (MDD),"Depressive Disorder, Major",PHASE3,H. Lundbeck A/S,INDUSTRY,DOUBLE,2019-07-30,2019,2,,5,False,,,,multiple_periods_review_needed;arm_mapping_review_needed,False
NCT02720198,Levomilnacipran ER vs. Adjunctive Quetiapine for Adults With Inadequate Relief With SSRIs in MDD,Major Depressive Disorder,PHASE3,Duke University,OTHER,TRIPLE,2018-06-12,2018,1,Overall Study,2,True,60,59,0.01666666666666672,,True
NCT02914769,Antidepressant Effects of Ayahuasca: a Randomized Placebo Controlled Trial in Treatment Resistant Depression,Major Depression,PHASE1 / PHASE2,Universidade Federal do Rio Grande do Norte,OTHER,TRIPLE,2016-12,2016,1,Overall Study,2,True,35,29,0.17142857142857137,,True
NCT02932943,A Study of Rapastinel as Adjunctive Therapy in Major Depressive Disorder (RAP-MD-01),"Depressive Disorder, Major",PHASE3,"Naurex, Inc, an affiliate of Allergan plc",INDUSTRY,QUADRUPLE,2018-11-08,2018,1,Overall Study,2,True,458,446,0.026200873362445365,,True
NCT02943564,A Study of Rapastinel as Adjunctive Therapy in Major Depressive Disorder (RAP-MD-02),"Depressive Disorder, Major",PHASE3,"Naurex, Inc, an affiliate of Allergan plc",INDUSTRY,QUADRUPLE,2018-12-18,2018,1,Overall Study,3,True,638,606,0.050156739811912265,,True
NCT02943577,A Study of Rapastinel as Adjunctive Therapy in Major Depressive Disorder (RAP-MD-03),"Depressive Disorder, Major",PHASE3,"Naurex, Inc, an affiliate of Allergan plc",INDUSTRY,QUADRUPLE,2018-11-21,2018,1,Overall Study,2,True,415,405,0.02409638554216864,,True
NCT02951988,A Study of Rapastinel as Adjunctive Therapy in the Prevention of Relapse in Patients With Major Depressive Disorder,"Depressive Disorder, Major",PHASE3,"Naurex, Inc, an affiliate of Allergan plc",INDUSTRY,TRIPLE,2019-02-22,2019,2,,4,False,,,,multiple_periods_review_needed;arm_mapping_review_needed,False
NCT03000530,A Study to Evaluate SAGE-217 in Participants With Moderate to Severe Major Depressive Disorder,Major Depression,PHASE2,Biogen,INDUSTRY,QUADRUPLE,2017-11-08,2017,1,Overall Study,3,True,102,93,0.08823529411764708,,True
NCT03018340,Study to Evaluate the Efficacy and Safety of Adjunctive Pimavanserin in Major Depressive Disorder (CLARITY),Adjunctive Treatment of Major Depressive Disorder,PHASE2,ACADIA Pharmaceuticals Inc.,INDUSTRY,QUADRUPLE,2018-10,2018,1,Overall Study,2,True,207,169,0.18357487922705318,,True
NCT03039192,"54135419SUI3001: A Study to Evaluate the Efficacy and Safety of Intranasal Esketamine in Addition to Comprehensive Standard of Care for the Rapid Reduction of the Symptoms of Major Depressive Disorder, Including Suicidal Ideation, in Adult Participants Assessed to be at Imminent Risk for Suicide","Depressive Disorder, Major",PHASE3,"Janssen Research & Development, LLC",INDUSTRY,DOUBLE,2018-12-18,2018,1,Overall Study,2,False,,,,arm_mapping_review_needed,False
NCT03051256,"Safety, Tolerability, PK Profile, and Symptom Response of a 7-Day Dosing With 25 mg or 50 mg Daily of REL-1017 in MDD","Depressive Disorder, Major | Depressive Disorder, Treatment-Resistant",PHASE2,"Relmada Therapeutics, Inc.",INDUSTRY,TRIPLE,2019-09-30,2019,1,Overall Study,3,True,62,61,0.016129032258064502,,True
NCT03097133,"54135419SUI3002: A Study to Evaluate the Efficacy and Safety of Intranasal Esketamine in Addition to Comprehensive Standard of Care for the Rapid Reduction of the Symptoms of Major Depressive Disorder, Including Suicidal Ideation, in Adult Participants Assessed to be at Imminent Risk for Suicide","Depressive Disorder, Major",PHASE3,"Janssen Research & Development, LLC",INDUSTRY,DOUBLE,2019-04-11,2019,1,Overall Study,2,False,,,,arm_mapping_review_needed,False
NCT03113968,ELEKT-D: Electroconvulsive Therapy (ECT) vs. Ketamine in Patients With Treatment Resistant Depression (TRD),Treatment Resistant Depression | Electroconvulsive Therapy | ECT | Ketamine | Psychiatric Disorder | Depression | Major Depressive Disorder | Major Depressive Episode | Unipolar Depression,PHASE2 / PHASE3,Bo Hu,OTHER,NONE,2022-11-17,2022,1,Overall Study,2,True,403,368,0.08684863523573205,,True
NCT03181529,Effects of Psilocybin in Major Depressive Disorder,Major Depressive Disorder,PHASE2,Johns Hopkins University,OTHER,SINGLE,2020-12-02,2020,1,Overall Study,2,True,27,24,0.11111111111111116,,True
NCT03185819,"Study to Evaluate the Efficacy and Safety of 3 Fixed Doses of Intranasal Esketamine in Addition to Comprehensive Standard of Care for the Rapid Reduction of the Symptoms of Major Depressive Disorder, Including Suicidal Ideation, in Pediatric Participants Assessed to be at Imminent Risk for Suicide","Depressive Disorder, Major",PHASE2,"Janssen Research & Development, LLC",INDUSTRY,DOUBLE,2023-03-31,2023,2,,4,False,,,,multiple_periods_review_needed;arm_mapping_review_needed,False
NCT03188185,A Study of ALKS 5461 for Treatment Refractory Major Depressive Disorder (MDD),Major Depressive Disorder,PHASE3,"Alkermes, Inc.",INDUSTRY,QUADRUPLE,2020-03-05,2020,2,,4,False,,,,multiple_periods_review_needed;arm_mapping_review_needed,False
NCT03193398,BTRX-246040 Administered Once Daily to Patients With Major Depressive Disorder,Major Depressive Disorder,PHASE2,"BlackThorn Therapeutics, Inc.",INDUSTRY,QUADRUPLE,2018-12-12,2018,1,Overall Study,2,True,104,73,0.29807692307692313,,True
NCT03227224,A Study to Evaluate the Efficacy and Safety of JNJ-42847922 as Adjunctive Therapy to Antidepressants in Adult Participants With Major Depressive Disorder Who Have Responded Inadequately to Antidepressant Therapy,"Depressive Disorder, Major",PHASE2,"Janssen Research & Development, LLC",INDUSTRY,DOUBLE,2019-01-19,2019,2,,4,False,,,,multiple_periods_review_needed;arm_mapping_review_needed,False
NCT03321526,"A Study to Compare the Efficacy, Safety, and Tolerability of JNJ-42847922 Versus Quetiapine Extended-Release as Adjunctive Therapy to Antidepressants in Adult Participants With Major Depressive Disorder Who Have Responded Inadequately to Antidepressant Therapy","Depressive Disorder, Major",PHASE2,"Janssen Research & Development, LLC",INDUSTRY,DOUBLE,2019-06-27,2019,2,,2,False,,,,multiple_periods_review_needed;arm_mapping_review_needed,False
NCT03429075,Psilocybin vs Escitalopram for Major Depressive Disorder: Comparative Mechanisms,"Depressive Disorder, Major",PHASE2,Imperial College London,OTHER,DOUBLE,2020-10-17,2020,1,Overall Study,2,True,59,59,0.0,,True
NCT03433339,Spinal Cord Stimulation for the Treatment of Major Depressive Disorder,Major Depressive Disorder,PHASE1 / PHASE2,University of Cincinnati,OTHER,QUADRUPLE,2022-09-13,2022,1,Overall Study,2,True,20,14,0.30000000000000004,,True
NCT03446846,A Study to Evaluate the Efficacy and Safety of MIN-117 in Adult Patients With Major Depressive Disorder,Major Depressive Disorder,PHASE2,Minerva Neurosciences,INDUSTRY,DOUBLE,2019-12-13,2019,1,Overall Study,3,True,360,332,0.07777777777777772,,True
NCT03538691,"A Trial to Evaluate the Efficacy, Safety & Tolerability of Brexpiprazole in the Maintenance Treatment of Adults With Major Depressive Disorder",Major Depressive Disorder,PHASE3,"Otsuka Pharmaceutical Development & Commercialization, Inc.",INDUSTRY,TRIPLE,2022-07-29,2022,3,,4,True,,,,multiple_periods_review_needed,False
NCT03559192,A Study to Explore the Efficacy of JNJ-67953964 in the Treatment of Depression,"Depressive Disorder, Major",PHASE2,"Janssen Research & Development, LLC",INDUSTRY,DOUBLE,2020-05-06,2020,2,,3,False,,,,multiple_periods_review_needed;arm_mapping_review_needed,False
NCT03569475,"Efficacy, Safety, and Tolerability of Levomilnacipran ER in Pediatric Patients (7-17 Years) With Major Depressive Disorder",Major Depressive Disorder,PHASE3,Allergan,INDUSTRY,QUADRUPLE,2021-03-01,2021,2,,3,True,,,,multiple_periods_review_needed,False
NCT03586427,Zelquistinel in the Treatment of Major Depressive Disorder,"Depressive Disorder, Major",PHASE2,"Syndeio Biosciences, Inc",INDUSTRY,QUADRUPLE,2019-08-21,2019,1,Overall Study,5,True,251,232,0.07569721115537853,,True
NCT03595579,Assessing Symptomatic Clinical Episodes in Depression,Major Depressive Disorder,PHASE2,"Axsome Therapeutics, Inc.",INDUSTRY,QUADRUPLE,2019-01-07,2019,1,Overall Study,2,True,97,73,0.24742268041237114,,True
NCT03672175,A Study to Evaluate the Efficacy of SAGE-217 in the Treatment of Adult Participants With Major Depressive Disorder,Major Depressive Disorder,PHASE3,Biogen,INDUSTRY,QUADRUPLE,2020-03-17,2020,3,,3,True,,,,multiple_periods_review_needed,False
NCT03697603,A Study of Brexpiprazole in Patients With Major Depressive Disorder,Major Depressive Disorder,PHASE2 / PHASE3,"Otsuka Pharmaceutical Co., Ltd.",INDUSTRY,DOUBLE,2022-07-04,2022,1,Overall Study,3,False,,,,arm_mapping_review_needed,False
NCT03726658,Zelquistinel in the Treatment of Adults With Major Depressive Disorder,Major Depressive Disorder,PHASE1 / PHASE2,"Syndeio Biosciences, Inc",INDUSTRY,DOUBLE,2019-10-23,2019,1,Overall Study,7,False,,,,arm_mapping_review_needed,False
NCT03738215,"Efficacy, Safety and Tolerability of Cariprazine as an Adjunctive Treatment to Antidepressant Therapy (ADT) in Patients With Major Depressive Disorder (MDD) Who Have Had an Inadequate Response to Antidepressants Alone",Major Depressive Disorder,PHASE3,AbbVie,INDUSTRY,DOUBLE,2021-09-30,2021,2,,3,True,,,,multiple_periods_review_needed,False
NCT03739203,"The Objective of This Study is to Evaluate the Efficacy, Safety and Tolerability of Cariprazine as an Adjunctive Treatment to Antidepressant Therapy (ADT) in Patients With Major Depressive Disorder (MDD) Who Have Had an Inadequate Response to Antidepressants Alone",Major Depressive Disorder,PHASE3,AbbVie,INDUSTRY,DOUBLE,2021-09-06,2021,2,,3,True,,,,multiple_periods_review_needed,False
NCT03866174,A Study of Psilocybin for Major Depressive Disorder (MDD),"Depressive Disorder, Major",PHASE2,Usona Institute,OTHER,TRIPLE,2022-06-28,2022,1,Overall Study,2,True,104,92,0.11538461538461542,,True
NCT03968159,Adjunctive Pimavanserin in Subjects With Major Depressive Disorder and Inadequate Response to Antidepressant Treatment,Adjunctive Treatment of Major Depressive Disorder,PHASE3,ACADIA Pharmaceuticals Inc.,INDUSTRY,QUADRUPLE,2020-05-29,2020,1,Overall Study,2,False,,,,arm_mapping_review_needed,False
NCT04019704,A Trial of AXS-05 in Patients With Major Depressive Disorder,Depression | Major Depressive Disorder,PHASE3,"Axsome Therapeutics, Inc.",INDUSTRY,QUADRUPLE,2019-12-05,2019,1,Overall Study,2,True,327,270,0.17431192660550454,,True
NCT04080752,A Study of JNJ-61393215 in the Treatment of Depression,Major Depressive Disorder With Anxious Distress,PHASE2,"Janssen Research & Development, LLC",INDUSTRY,DOUBLE,2021-09-02,2021,1,Overall Study,2,False,,,,arm_mapping_review_needed,False
NCT04103892,A Study of CLE-100 (Oral Esketamine) in Addition to Standard Antidepressant Drug for Major Depressive Disorder - CLEO Study,Adjunctive Treatment of Major Depressive Disorder,PHASE2,Clexio Biosciences Ltd.,INDUSTRY,DOUBLE,2022-10-05,2022,1,Overall Study,4,True,146,129,0.11643835616438358,,True
NCT04116528,Opiate Suicide Study in Patients With Major Depression,Major Depressive Disorder,PHASE3,Stanford University,OTHER,QUADRUPLE,2025-04-28,2025,1,Overall Study,2,False,,,,arm_mapping_review_needed,False
NCT04221230,Study in Major Depressive Disorder With NMRA-335140 (BTRX-335140) vs Placebo,Major Depressive Disorder,PHASE2,"Neumora Therapeutics, Inc.",INDUSTRY,TRIPLE,2022-06-23,2022,1,Overall Study,2,False,,,,arm_mapping_review_needed,False
NCT04244253,A Phase 2 Trial of OPC-64005 for Major Depressive Disorder,Major Depressive Disorder,PHASE2,"Otsuka Pharmaceutical Co., Ltd.",INDUSTRY,QUADRUPLE,2022-02-25,2022,1,Overall Study,3,False,,,,arm_mapping_review_needed,False
NCT04338321,"A Long-term Comparison of Esketamine Nasal Spray Versus Quetiapine Extended Release, Both in Combination With a Selective Serotonin Reuptake Inhibitor/Serotonin-Norepinephrine Reuptake Inhibitor, in Participants With Treatment Resistant Major Depressive Disorder","Depressive Disorder, Major",PHASE3,Janssen-Cilag International NV,INDUSTRY,NONE,2022-07-15,2022,1,Overall Study,2,False,,,,arm_mapping_review_needed,False
NCT04345471,A Study of MD-120 in Patients With Depression,Major Depressive Disorder,PHASE3,"Mochida Pharmaceutical Company, Ltd.",INDUSTRY,QUADRUPLE,2022-09-14,2022,1,Overall Study,3,True,615,566,0.07967479674796751,,True
NCT04395183,5-HTP and Creatine for Depression,Major Depressive Disorder,PHASE2,University of Utah,OTHER,DOUBLE,2024-03-01,2024,1,Overall Study,4,True,43,38,0.11627906976744184,,True
NCT04437485,eIMPACT-DM Pilot Trial: Depression Treatment to Reduce Diabetes Risk,Depression | Major Depressive Disorder | Dysthymic Disorder | Depressive Symptoms | Type 2 Diabetes | PreDiabetes | Insulin Resistance,PHASE2,Indiana University,OTHER,SINGLE,2022-08-29,2022,1,Overall Study,2,True,46,39,0.15217391304347827,,True
NCT04442490,A Study to Evaluate the Efficacy of Sage-217 in the Treatment of Adult Participants With Major Depressive Disorder (MDD),"Depressive Disorder, Major",PHASE3,Biogen,INDUSTRY,QUADRUPLE,2021-04-21,2021,1,Overall Study,2,True,543,477,0.12154696132596687,,True
NCT04476030,A Comparative Study of Sage-217 Plus an Antidepressant (ADT) Versus Placebo Plus an ADT in Adults With Major Depressive Disorder,"Depressive Disorder, Major",PHASE3,Biogen,INDUSTRY,QUADRUPLE,2021-12-22,2021,1,Overall Study,2,True,440,357,0.1886363636363636,,True
NCT04479852,A Study of the Safety and Efficacy of SP-624 in the Treatment of Adults With Major Depressive Disorder,Major Depressive Disorder,PHASE2,"Sirtsei Pharmaceuticals, Inc.",INDUSTRY,QUADRUPLE,2022-08-09,2022,1,Overall Study,2,True,319,263,0.17554858934169282,,True
NCT04504253,A Pilot Study of Creatine Monohydrate as an Augmenting Agent for ECT in Persons With Major Depressive Disorder,Major Depressive Disorder,PHASE3,University of Utah,OTHER,QUADRUPLE,2023-08-02,2023,1,Overall Study,2,True,18,12,0.33333333333333337,,True
NCT04521478,A Study to Test the Effect of Different Doses of BI 1358894 and Quetiapine in People With Depression,"Depressive Disorder, Major",PHASE2,Boehringer Ingelheim,INDUSTRY,DOUBLE,2024-02-02,2024,1,Overall Study,6,True,389,340,0.12596401028277637,,True
NCT04533529,A Study of Seltorexant as Adjunctive Therapy to Antidepressants in Adult and Elderly Participants With Major Depressive Disorder With Insomnia Symptoms Who Have Responded Inadequately to Antidepressant and Long-term Safety Extension Treatment With Seltorexant,"Depressive Disorder, Major",PHASE3,"Janssen Research & Development, LLC",INDUSTRY,DOUBLE,2024-04-30,2024,4,,8,False,,,,multiple_periods_review_needed;arm_mapping_review_needed,False
NCT04688164,A Study to Assess the Efficacy and Safety of REL-1017 as Adjunctive Treatment for Major Depressive Disorder (MDD),Major Depressive Disorder,PHASE3,"Relmada Therapeutics, Inc.",INDUSTRY,QUADRUPLE,2022-11-10,2022,1,Overall Study,2,True,227,205,0.09691629955947134,,True
NCT04985942,Clinical Trial of Lumateperone as Adjunctive Therapy in the Treatment of Patients With Major Depressive Disorder,Major Depressive Disorder,PHASE3,"Intra-Cellular Therapies, Inc.",INDUSTRY,TRIPLE,2024-02-27,2024,1,Overall Study,2,True,484,452,0.06611570247933884,,True
NCT05061706,Multicenter Study of Lumateperone as Adjunctive Therapy in the Treatment of Patients With Major Depressive Disorder,Major Depressive Disorder,PHASE3,"Intra-Cellular Therapies, Inc.",INDUSTRY,TRIPLE,2024-04-12,2024,1,Overall Study,2,True,480,429,0.10624999999999996,,True
NCT05081167,A Study to Assess the Efficacy and Safety of REL-1017 as Monotherapy for Major Depressive Disorder (MDD),Major Depressive Disorder,PHASE3,"Relmada Therapeutics, Inc.",INDUSTRY,QUADRUPLE,2022-09-14,2022,1,Overall Study,2,True,232,210,0.09482758620689657,,True
NCT05165394,Study to Evaluate the Efficacy and Safety of Once-Weekly Oral NBI-1065846 in the Treatment of Anhedonia in MDD,Anhedonia | Major Depressive Disorder,PHASE2,Neurocrine Biosciences,INDUSTRY,QUADRUPLE,2023-09-13,2023,1,Overall Study,2,False,,,,arm_mapping_review_needed,False
NCT05455684,A Study of Aticaprant as Adjunctive Therapy in Adult Participants With Major Depressive Disorder (MDD) With Moderate-to-severe Anhedonia and Inadequate Response to Current Antidepressant Therapy,"Depressive Disorder, Major | Anhedonia",PHASE3,"Janssen Research & Development, LLC",INDUSTRY,DOUBLE,2024-09-18,2024,1,Overall Study,2,False,,,,arm_mapping_review_needed,False
NCT05550532,A Study of Aticaprant 10 Milligrams (mg) as Adjunctive Therapy in Adult Participants With MDD With Moderate-to-severe Anhedonia and Inadequate Response to Current Antidepressant Therapy,"Depressive Disorder, Major | Anhedonia",PHASE3,"Janssen Research & Development, LLC",INDUSTRY,DOUBLE,2024-11-13,2024,1,Overall Study,2,False,,,,arm_mapping_review_needed,False
